timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-03-27T19:37:01,codecarbon,22ab5d36-f12c-4c04-bf94-6f0442cbd62f,f7d002e2-d208-48f0-b904-35fc0af0a02c,64.11106174399902,4.268417154663608e-05,6.657848175573453e-07,22.5,15.082753979681316,5.801346302032471,0.0004006613178499,0.0002577229839559,0.0001033025867294,0.0007616868885354,France,FRA,,,,Linux-6.11.0-21-generic-x86_64-with-glibc2.39,3.12.3,2.8.3,12,11th Gen Intel(R) Core(TM) i5-11400H @ 2.70GHz,1,1 x NVIDIA GeForce RTX 3050 Laptop GPU,2.3387,48.8582,15.470256805419922,machine,N,1.0
2025-03-27T19:37:54,codecarbon,d545d8ba-995f-4856-b456-019893ff57c3,f7d002e2-d208-48f0-b904-35fc0af0a02c,37.2658579730014,2.304788774162161e-05,6.184719471189817e-07,22.5,12.776792661765286,5.801346302032471,0.000232896552625,0.0001183387057819,6.004773632204289e-05,0.000411282994729,France,FRA,,,,Linux-6.11.0-21-generic-x86_64-with-glibc2.39,3.12.3,2.8.3,12,11th Gen Intel(R) Core(TM) i5-11400H @ 2.70GHz,1,1 x NVIDIA GeForce RTX 3050 Laptop GPU,2.3387,48.8582,15.470256805419922,machine,N,1.0
2025-03-27T19:42:07,codecarbon,34a6c791-b230-41b8-a999-393c3d2ce553,f7d002e2-d208-48f0-b904-35fc0af0a02c,110.75314993700158,7.400244271719845e-05,6.681746095645351e-07,22.5,16.115311902036577,5.801346302032471,0.0006921602895499,0.0004499320266119,0.0001784602047109,0.0013205525208729,France,FRA,,,,Linux-6.11.0-21-generic-x86_64-with-glibc2.39,3.12.3,2.8.3,12,11th Gen Intel(R) Core(TM) i5-11400H @ 2.70GHz,1,1 x NVIDIA GeForce RTX 3050 Laptop GPU,2.3387,48.8582,15.470256805419922,machine,N,1.0
2025-03-27T19:43:22,codecarbon,c12b1a65-6068-401f-b2fb-3be80a304c49,f7d002e2-d208-48f0-b904-35fc0af0a02c,54.96822051599884,3.708603224636666e-05,6.746813321994395e-07,22.5,15.789193742226818,5.801346302032471,0.0003435365306125,0.000229679072632,8.857408333745058e-05,0.0006617896865819,France,FRA,,,,Linux-6.11.0-21-generic-x86_64-with-glibc2.39,3.12.3,2.8.3,12,11th Gen Intel(R) Core(TM) i5-11400H @ 2.70GHz,1,1 x NVIDIA GeForce RTX 3050 Laptop GPU,2.3387,48.8582,15.470256805419922,machine,N,1.0
2025-03-27T19:49:39,codecarbon,886ab752-b5c4-4926-a3a1-cad57c9ce6f8,f7d002e2-d208-48f0-b904-35fc0af0a02c,153.13477472999875,9.049422971841916e-05,5.909450017344201e-07,22.5,15.182786948727928,0.5090804100036621,0.0009570110314687,0.000636416898022,2.141583500221245e-05,0.0016148437644929,France,FRA,,,,Linux-6.11.0-21-generic-x86_64-with-glibc2.39,3.12.3,2.8.3,12,11th Gen Intel(R) Core(TM) i5-11400H @ 2.70GHz,1,1 x NVIDIA GeForce RTX 3050 Laptop GPU,2.3387,48.8582,15.470256805419922,process,N,1.0
2025-03-27T20:04:08,codecarbon,0a885145-6240-4a32-930f-4b8b4998d51a,f7d002e2-d208-48f0-b904-35fc0af0a02c,67.01440252999964,3.837253034031699e-05,5.726012452791645e-07,22.5,15.60945266525189,0.41143226623535156,0.00041881999431875555,0.00025829270663400156,7.634177833748419e-06,0.0006847468787865056,France,FRA,,,,Linux-6.11.0-21-generic-x86_64-with-glibc2.39,3.12.3,2.8.3,12,11th Gen Intel(R) Core(TM) i5-11400H @ 2.70GHz,1,1 x NVIDIA GeForce RTX 3050 Laptop GPU,2.3387,48.8582,15.470256805419922,process,N,1.0
